column,mean_before,mean_after,std_before,std_after,missing_before,missing_after
price,49.462461344643685,49.462461344643685,31.16819273658853,31.16819273658853,0,0
stock_levels,47.77,47.77,31.369371602687146,31.369371602687146,0,0
shipping_costs,5.548149072019588,5.548149072019588,2.6513755242811476,2.6513755242811476,0,0
defect_rates,2.27715799273961,2.27715799273961,1.46136554894314,1.46136554894314,0,0
manufacturing_costs,47.26669324146992,47.26669324146992,28.982841217606087,28.982841217606087,0,0
